
arch_saussure_361_f182,http://saussure.com/ressource/arch_saussure_361_f182_Z_005_transcriptionElement_001,"Nous sommes ici dans une vallée parfaitement tranquille; mais c'est la première, car vraiment maintenant c'est dans les Alpes qu'il faut aller pour entendre des détionations. Après le vacarme du St-Gothard et le fracas de la dynamite nous avons eu de nouelles pétarades tout le long de la route du Gotthard où on exploite le granit pour le tunnel."
arch_saussure_361_f182,http://saussure.com/ressource/arch_saussure_361_f182_Z_006_transcriptionElement_001,"Chère Maman,
Encre & plumes inouies ; je me suis rempli les mains d'encre en voulant [rayé] arranger mon [?], et je vois papa qui abandonne sa première feuille couverte d'énormes emplâtres."
arch_saussure_361_f182,http://saussure.com/ressource/arch_saussure_361_f182_Z_007_transcriptionElement_001,nous sommes ...
arch_saussure_361_f182,http://saussure.com/ressource/arch_saussure_361_f182_Z_007_transcriptionElement_001,blanc
arch_saussure_361_f182,http://saussure.com/ressource/arch_saussure_361_f182_Z_007_transcriptionElement_001,"Andeer, samedi soir, 11 juil. 1874"
arch_saussure_361_f182v,http://saussure.com/ressource/arch_saussure_361_f182v_Z_001_transcriptionElement_001,J'ai bien ri à Olivone
arch_saussure_361_f182v,http://saussure.com/ressource/arch_saussure_361_f182v_Z_002_transcriptionElement_001,dove l'albergo ?
arch_saussure_361_f183,http://saussure.com/ressource/arch_saussure_361_f183_Z_001_transcriptionElement_001,"papa de plus en plus renversé dévore des yeux la carte et voit qu'il n'y a point d'issue. Il s'écrie:"" oh mais c'est que nous sommes tombés dans un cul-de-sac redoudable!"" Tu comprend les rires que je faisais.Nous nous mettons à table très consternés, et papa tombe sur les pays Italiens où on ne trouve pas seulement un guide. à la fin l'aubergiste nous amène un jeune paysans qui nous présente pour guide.
Papa tâche de lui parler en italien. Mais voilà le forgeron qui part en anglias! Il avait été quelque temps à Londres. Je n'ai pas le temps de te raconter le reste."
arch_saussure_361_f183v,http://saussure.com/ressource/arch_saussure_361_f183v_Z_001_transcriptionElement_001,il faut que j'aille me coucher. nous avons demain une trotte de douze heures. tu sais à qui tu dois faire mes amitiés. ton fils dévoué. Ferdinand
arch_saussure_361_f192,http://saussure.com/ressource/arch_saussure_361_f192_Z_001_transcriptionElement_001,"Paris le 13 Juin 81
Chère maman, je viens te remercier de tes lignes arrivées ce matin.
J'ignorais le retour à Meudon d'oncle Auguste et ce que j'ignorais encore plus, c'est la présence à Paris des Herrmann que j'ai rencontrés hier avec stupéfaction à la fête de bienfaisance du Jardin des Tuileries au profit des victimes de Chio. Je"
arch_saussure_366_f017v,http://saussure.com/ressource/arch_saussure_366_f017v_Z_001_transcriptionElement_001,Puis en note : hiertur gehörige bespiele kommen auch vor bis F. de S s. 221 seq. - Laisse à d'autres de chercher la loi.
arch_saussure_366_f017v,http://saussure.com/ressource/arch_saussure_366_f017v_Z_002_transcriptionElement_001,cite *hauho hauzo. *vékzno ukzno ofen. -*glaso glazo glas. -*kaso kazo gefan. -*deuso deuzo ??? < a completer>
arch_saussure_366_f269_270v,http://saussure.com/ressource/arch_saussure_366_f269_270v_Z_001_transcriptionElement_001,"ils on à peine vu Mettinghouse. 
Nous avions  cru qu'ils venaient 
passer plusieurs jours avec nous. 
Ils sont <A COMPLETER>"
arch_saussure_366_f271_272v,http://saussure.com/ressource/arch_saussure_366_f271_272v_Z_003_transcriptionElement_001,"Celà fait si plaisir de le valoir en si bonne voie.- 271. Ici les garden parties battent leur plein. Les campagnes sont tres belles cette année, pas désséchées comme l'été dernier et les fleurs magnifiques.??? nous manquent cet été et Jaques aussi. Je suis si contente qu'il sait à ??? ainsi que ??? car je sais qu'ils s'y amusent beaucoup. Hastings croit qu'il y aura beacoup de ??? cet automne car on voit une quantité de ??? dans les champs.
                                             
"
arch_saussure_368_4_f41_42v,http://saussure.com/ressource/arch_saussure_368_4_f41_42v_Z_001_transcriptionElement_001,"Cher ami,
Votre aimable souvenir m'arrive comme un rayon dans la brume de ces matinées de décembre et m'a vraiment touché.
Je ne me plains pas trop au reste de ma solitude hivernal et je me sens déjà mieux que l'été dernier."
arch_saussure_368_4_f41_42v,http://saussure.com/ressource/arch_saussure_368_4_f41_42v_Z_002_transcriptionElement_001,"Il va sans dire que si jamais-par un très beau temps vous preniez Vufflens pour but d'excursion, ce jour serait marqué pour moi d'une croix blanche. Mais le trajet est si long que je n'ose presser personne, surtout pas ceux dont le temps est précieux.
"
arch_saussure_368_4_f41v_42,http://saussure.com/ressource/arch_saussure_368_4_f41v_42_Z_001_transcriptionElement_001,"<J'ai été fort intéressé par la lettre de votre fils insérée dans le journal de Genève. Quand ces messieurs sont partis, j'avoue que je me suis demandé s'ils trouveraient en Grèce des occasions dignes de leur noble ambition, et il semble bien que le champ d'action qui leur a été jusqu'à présent assigné ne soit pas tout à fait celui qu'ils pouvaient attendre. S'il en est ainsi,>"
arch_saussure_368_4_f41v_42,http://saussure.com/ressource/arch_saussure_368_4_f41v_42_Z_002_transcriptionElement_001,"<J'ignore si tout le monde est au même diapason que le Journal de Genève au sujet des articles des Genevois. Personnellement, je dois dire que je n'ai pas réussi à me fâcher des plaisanteries anodines imprimées sur mon compte. -Je n'ai pas eu sous les yeux celles qui s'adressaient à MM. Moriand, Bernard Bouvier.>"
arch_saussure_370_01_f005,http://saussure.com/ressource/arch_saussure_370_01_f005_Z_001_transcriptionElement_001,"Cher F. de Saussure
Composition française pour Lundi 13 Janv. 73
Mon agenda pour 1873
Cher ami,
Mon agenda, je dois le dire, n'est pas (?) bien chargé, car je fais peu de projets pour un an qui commence:
Un jour sur l'autre, il suffit qu'à la fin
J'attrape le bout de l'année.
Cette fois pourtant le premier Janvier m'a remis en mémoire bien des plans importants. J'entre maintenant dans ma dix-neuvième année, et elle marquera dans ma vie: je suis dans l'âge, en ffet, où les jeunes gens choississent une vocation, 
"
arch_saussure_370_01_f006,http://saussure.com/ressource/arch_saussure_370_01_f006_Z_001_transcriptionElement_001,<vide>
arch_saussure_370_01_f006,http://saussure.com/ressource/arch_saussure_370_01_f006_Z_002_transcriptionElement_001,"J'espère que tu pourras pendant tes vacances me faire une visite d'adieu. Au revoir donc prochainement.
Ton ami dévoué
HxxxKxxx"
