
arch_saussure_361_f182,http://saussure.com/ressource/arch_saussure_361_f182_Z_005_transcriptionElement_001,"Nous sommes ici dans une vallée parfaitement tranquille; mais c'est la première, car vraiment maintenant c'est dans les Alpes qu'il faut aller pour entendre des détionations. Après le vacarme du St-Gothard et le fracas de la dynamite nous avons eu de nouelles pétarades tout le long de la route du Gotthard où on exploite le granit pour le tunnel."
arch_saussure_361_f182,http://saussure.com/ressource/arch_saussure_361_f182_Z_006_transcriptionElement_001,"Chère Maman,Encre & plumes inouies ; je me suis rempli les mains d'encre en voulant [rayé] arranger mon [?], et je vois papa qui abandonne sa première feuille couverte d'énormes emplâtres."
arch_saussure_361_f182,http://saussure.com/ressource/arch_saussure_361_f182_Z_007_transcriptionElement_001,"nous sommes ..."
arch_saussure_361_f182,http://saussure.com/ressource/arch_saussure_361_f182_Z_007_transcriptionElement_001,blanc
arch_saussure_361_f182,http://saussure.com/ressource/arch_saussure_361_f182_Z_007_transcriptionElement_001,"Andeer, samedi soir, 11 juil. 1874"
arch_saussure_361_f182v,http://saussure.com/ressource/arch_saussure_361_f182v_Z_001_transcriptionElement_001,J'ai bien ri à Olivone
arch_saussure_361_f182v,http://saussure.com/ressource/arch_saussure_361_f182v_Z_002_transcriptionElement_001,dove l'albergo ?
arch_saussure_361_f183,http://saussure.com/ressource/arch_saussure_361_f183_Z_001_transcriptionElement_001,"papa de plus en plus renversé dévore des yeux la carte et voit qu'il n'y a point d'issue. Il s'écrie:"" oh mais c'est que nous sommes tombés dans un cul-de-sac redoudable!"" Tu comprend les rires que je faisais.Nous nous mettons à table très consternés, et papa tombe sur les pays Italiens où on ne trouve pas seulement un guide. à la fin l'aubergiste nous amène un jeune paysans qui nous présente pour guide.\nPapa tâche de lui parler en italien. Mais voilà le forgeron qui part en anglias! Il avait été quelque temps à Londres. Je n'ai pas le temps de te raconter le reste."
arch_saussure_361_f183v,http://saussure.com/ressource/arch_saussure_361_f183v_Z_001_transcriptionElement_001,il faut que j'aille me coucher. nous avons demain une trotte de douze heures. tu sais à qui tu dois faire mes amitiés. ton fils dévoué. Ferdinand
arch_saussure_361_f192,http://saussure.com/ressource/arch_saussure_361_f192_Z_001_transcriptionElement_001,"Paris le 13 Juin 81\nChère maman, je viens te remercier de tes lignes arrivées ce matin.\nJ'ignorais le retour à Meudon d'oncle Auguste et ce que j'ignorais encore plus, c'est la présence à Paris des Herrmann que j'ai rencontrés hier avec stupéfaction à la fête de bienfaisance du Jardin des Tuileries au profit des victimes de Chio. Je"
